First Launched,Last Used,Location ID,Location Name,Neighbourhood,City,Region,Latitude,Longitude,,Notes:
2/24/17 15:15,,536,Vancity Victoria Drive,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.234043,-123.064906,,
1/28/17 15:00,,537,Irving Park,James Bay,Victoria,Greater Victoria,48.417131,-123.373362,,
1/17/17 17:00,,538,Haultain & Shelbourne,Jubilee,Victoria,Greater Victoria,48.436026,-123.333065,,
1/12/17 11:45,1/16/17 11:30,544,VCC Downtown - Cambie entrance (temp),Downtown Vancouver,Vancouver,Lower Mainland,,,,
1/9/17 21:30,,542,SFU CentreBlock,SFU,Burnaby,Lower Mainland,49.278228,-122.90949,,
1/4/17 16:30,,533,Magnolia House,Wesbrook Place,UBC,Lower Mainland,49.252039,-123.233351,,
1/4/17 16:30,5/18/17 19:15,540,InGastown,Downtown Eastside,Vancouver,Lower Mainland,49.281941,-123.100503,,
12/30/16 15:00,,534,Vic West Community Centre,Victoria West,Victoria,Greater Victoria,48.436413,-123.387593,,
12/2/16 16:00,,530,Lafarge Lake-Douglas SkyTrain,Coquitlam Town Centre,Coquitlam,Lower Mainland,49.284672,-122.791573,,
12/2/16 15:00,,529,Burquitlam SkyTrain,Cariboo-Burquitlam,Coquitlam,Lower Mainland,49.260361,-122.890517,,
12/2/16 13:30,,466,Moody Centre Station,Port Moody,Port Moody,Lower Mainland,49.277195,-122.845083,,
12/2/16 13:30,,524,Newport Village,Port Moody,Port Moody,Lower Mainland,49.282463,-122.827104,,
12/1/16 17:45,,531,Lincoln SkyTrain,Coquitlam Town Centre,Coquitlam,Lower Mainland,49.280245,-122.793532,,
11/24/16 17:00,,528,Mainwaring Substation,Sunset,Vancouver,Lower Mainland,49.225904,-123.08001,,
11/7/16 12:30,,526,Reflections,Hawthorn Place,UBC,Lower Mainland,49.25857,-123.246834,,
10/26/16 14:30,,525,New West Power Station,Glenbrooke North,New Westminster,Lower Mainland,49.22131,-122.916733,,
10/12/16 15:30,,384,Berton & Wesbrook,Wesbrook Place,UBC,Lower Mainland,49.255291,-123.234782,,
10/6/16 17:15,,522,MakerLabs,Downtown Eastside,Vancouver,Lower Mainland,49.281883,-123.087329,,
10/4/16 13:30,,523,Capitol & Springer,Capitol Hill,Burnaby,Lower Mainland,49.28089,-122.988233,,
9/19/16 14:00,,520,Rutledge Park,Saanich Core,Saanich,Greater Victoria,48.452203,-123.36342,,
9/2/16 11:15,,519,1315 Broughton @ Harwood,West End,Vancouver,Lower Mainland,49.282578,-123.13842,,
8/30/16 18:45,,518,City Hall - Cambie & 12th Ave,Mount Pleasant,Vancouver,Lower Mainland,49.260756,-123.114494,,
8/26/16 20:45,,517,1333 Jervis,West End,Vancouver,Lower Mainland,49.281253,-123.137762,,
8/23/16 17:30,,516,Richmond City Hall,Richmond,Richmond,Lower Mainland,49.163435,-123.138841,,
8/8/16 9:00,,514,King George SkyTrain,Surrey City Centre,Surrey,Lower Mainland,49.181963,-122.842988,,
8/5/16 17:30,,469,Hull,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.252011,-123.064705,,
8/4/16 17:00,,515,Speedy Auto,Burnside,Victoria,Greater Victoria,48.443584,-123.370191,,
7/29/16 18:00,,493,Tenth St & Oxford,Brow of the Hill,New Westminster,Lower Mainland,49.205404,-122.921742,,
7/27/16 16:45,,512,Mount Saint Joseph - North Lot,Mount Pleasant,Vancouver,Lower Mainland,49.258613,-123.095086,,
7/26/16 8:45,,510,Elliot & Dickenson,Downtown New Westminster,New Westminster,Lower Mainland,49.207691,-122.903072,,
7/22/16 13:15,,456,Aviara,Brentwood,Burnaby,Lower Mainland,49.268408,-123.013638,,
7/18/16 11:00,,511,SFU Surrey,Surrey City Centre,Surrey,Lower Mainland,49.188507,-122.850506,,
7/4/16 14:00,,509,Dover House,Fernwood,Victoria,Greater Victoria,48.42558,-123.352017,,
6/25/16 10:00,,506,Eagles & East Mall,Hawthorn Place,UBC,Lower Mainland,49.258215,-123.24481,,
6/17/16 15:00,,403,Meccanica,False Creek,Vancouver,Lower Mainland,49.269779,-123.102532,,
6/2/16 14:00,,504,Esticana,West End,Vancouver,Lower Mainland,49.284862,-123.130413,,
5/29/16 12:30,,505,Convent Place,Fairfield,Victoria,Greater Victoria,48.417889,-123.36058,,
5/18/16 16:30,,503,School Green,False Creek,Vancouver,Lower Mainland,49.266334,-123.12733,,
5/3/16 13:30,,502,Lions Gate Hospital,Central Lonsdale,North Vancouver,Lower Mainland,49.321876,-123.067724,,
4/26/16 16:00,,495,Swartz Bay Ferry,Swartz Bay,North Saanich,Greater Victoria,48.685706,-123.411133,,
4/22/16 14:00,,501,Phibbs Exchange - Oxford,Lynn Creek,North Vancouver,Lower Mainland,49.305602,-123.030003,,
4/21/16 15:00,,472,UBC Bookstore,Main Campus,UBC,Lower Mainland,49.264795,-123.249561,,
4/20/16 10:00,,491,Bowker Manor,Oak Bay,Oak Bay,Greater Victoria,48.434071,-123.314883,,
4/18/16 13:30,,500,Victory Square,Downtown Vancouver,Vancouver,Lower Mainland,49.282616,-123.110629,,
4/14/16 16:00,,499,Phibbs Exchange - Alleyway,Lynn Creek,North Vancouver,Lower Mainland,49.305256,-123.030174,,
4/5/16 12:00,,494,Tsawwassen Ferry,Tsawwassen,Tsawwassen,Lower Mainland,49.009045,-123.126439,,
4/4/16 6:30,,498,Bentall 5,Downtown Vancouver,Vancouver,Lower Mainland,49.285567,-123.117661,,
3/15/16 16:30,,487,The Gorge,Burnside,Victoria,Greater Victoria,48.442986,-123.382998,,
2/29/16 13:00,,496,Romer's River District,Killarney,Vancouver,Lower Mainland,49.206213,-123.042481,,
2/29/16 13:00,,497,Jellicoe & Kent,Killarney,Vancouver,Lower Mainland,49.206482,-123.04763,,
2/22/16 13:00,,486,Oxford & Moss,Fairfield,Victoria,Greater Victoria,48.413306,-123.349549,,
2/12/16 17:30,,492,City Centre Community Centre,Richmond,Richmond,Lower Mainland,49.171352,-123.139398,,
2/5/16 13:00,,489,Pioneer Square,Downtown Victoria,Victoria,Greater Victoria,48.423223,-123.359936,,
1/15/16 15:00,,481,Mountain View Cemetery,Riley Park,Vancouver,Lower Mainland,49.240445,-123.096741,,
1/13/16 13:00,,490,1250 Comox,West End,Vancouver,Lower Mainland,49.283419,-123.132524,,
12/21/15 17:30,,485,Station Square,Metrotown,Burnaby,Lower Mainland,49.228242,-123.001946,,
12/18/15 18:00,,488,Railtown,Strathcona,Vancouver,Lower Mainland,49.283537,-123.090518,,
12/16/15 11:30,,483,Toronto & Huntington,James Bay,Victoria,Greater Victoria,48.415903,-123.367294,,
12/8/15 18:30,,482,Pacific House,Cariboo-Burquitlam,Coquitlam,Lower Mainland,49.24857,-122.889733,,
12/4/15 11:00,,480,The One,False Creek,Vancouver,Lower Mainland,49.269843,-123.105197,,
11/13/15 19:00,,479,Solo Stratus - Whole Foods,Brentwood,Burnaby,Lower Mainland,49.265703,-123.005481,,
11/13/15 15:30,,477,Cherry Hill,Renfrew-Collingwood,Vancouver,Lower Mainland,49.238948,-123.044772,,
11/8/15 22:00,,478,Walter Gage Road,Main Campus,UBC,Lower Mainland,49.270642,-123.248469,,
11/5/15 12:00,,476,Kingcrest Park,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.247429,-123.073482,,
11/3/15 16:30,,475,Neon,Downtown Vancouver,Vancouver,Lower Mainland,49.275997,-123.128519,,
11/2/15 17:00,,471,Kerrisdale Arena,Kerrisdale,Vancouver,Lower Mainland,49.235113,-123.155186,,
10/21/15 14:00,,474,Glen & E 21st,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.251648,-123.081806,,
10/14/15 16:00,,376,Sapperton Triangle,Sapperton,New Westminster,Lower Mainland,49.23202,-122.89383,,
10/9/15 8:00,,473,RedBrick Parkade,Edmonds,Burnaby,Lower Mainland,49.21025,-122.952971,,
9/30/15 16:30,,467,Queens & Quadra,North Park,Victoria,Greater Victoria,48.433957,-123.358498,,
9/30/15 15:30,,470,Bellevue Towers,West Point Grey,Vancouver,Lower Mainland,49.264314,-123.213345,,
9/26/15 9:30,,457,Tennyson Field,Kitsilano,Vancouver,Lower Mainland,49.26177,-123.150652,,
9/18/15 16:30,,462,New City Hall Parking Level 1,Surrey City Centre,Surrey,Lower Mainland,49.191371,-122.849053,,
9/11/15 12:30,,468,Westminster Pier Park,Downtown New Westminster,New Westminster,Lower Mainland,49.20069,-122.90973,,
9/10/15 17:30,1/21/16 10:00,464,BCIT,BCIT,Burnaby,Lower Mainland,49.252074,-123.004976,,
9/8/15 15:30,,391,New West SkyTrain,Downtown New Westminster,New Westminster,Lower Mainland,49.200503,-122.914108,,
9/8/15 15:00,,465,Dominion Rocket,Downtown Victoria,Victoria,Greater Victoria,48.425899,-123.36254,,
8/6/15 11:00,,415,Lougheed SkyTrain / Manchester,Lougheed,Burnaby,Lower Mainland,49.247952,-122.897053,,
7/31/15 15:30,,454,RedBrick Surface Lot,Edmonds,Burnaby,Lower Mainland,49.210347,-122.952778,,
7/17/15 18:00,,407,Belmont & Seventh,Uptown,New Westminster,Lower Mainland,49.211755,-122.920665,,
7/9/15 15:00,,451,Howard Johnson,Downtown Vancouver,Vancouver,Lower Mainland,49.277052,-123.125451,,
6/30/15 15:00,,455,Klahanie,Port Moody,Port Moody,Lower Mainland,49.279337,-122.833729,,
6/19/15 23:00,,452,Kensington Plaza,Coquitlam Town Centre,Coquitlam,Lower Mainland,49.282701,-122.794562,,
6/18/15 10:30,12/2/16 17:15,453,Coquitlam City Hall,Coquitlam Town Centre,Coquitlam,Lower Mainland,49.284829,-122.79373,,
6/11/15 16:00,,459,Broughton Street Parkade,Downtown Victoria,Victoria,Greater Victoria,48.423094,-123.364444,,
6/3/15 13:00,,458,Cambie & W 57th,Oakridge,Vancouver,Lower Mainland,49.219427,-123.116556,,
5/29/15 10:30,,441,Element / Sovereign,Metrotown,Burnaby,Lower Mainland,49.230281,-123.004364,,
5/27/15 18:30,,449,Il Mercato,Grandview-Woodland,Vancouver,Lower Mainland,49.269751,-123.070821,,
5/22/15 18:00,11/2/15 17:00,448,Yew & W 40th,Kerrisdale,Vancouver,Lower Mainland,49.235759,-123.158496,,
5/4/15 19:30,,410,Grosvenor & King George,Surrey City Centre,Surrey,Lower Mainland,49.19906,-122.84551,,
5/1/15 14:30,,447,Yu,Wesbrook Place,UBC,Lower Mainland,49.253476,-123.235577,,
4/24/15 17:30,,446,W 19th & Manitoba,Riley Park,Vancouver,Lower Mainland,49.253812,-123.106202,,
4/14/15 10:00,,439,River Rock - Bridgeport,Richmond,Richmond,Lower Mainland,49.195298,-123.12809,,
4/12/15 14:00,,444,Cordovan,Downtown Eastside,Vancouver,Lower Mainland,49.282512,-123.092173,,
4/2/15 15:00,,443,Bastion Square Parkade,Downtown Victoria,Victoria,Greater Victoria,48.426613,-123.368483,,
3/31/15 12:00,,442,Telus Garden Office Tower,Downtown Vancouver,Vancouver,Lower Mainland,49.280982,-123.117263,,
3/30/15 13:30,,440,Lido,False Creek,Vancouver,Lower Mainland,49.270918,-123.101663,,
3/9/15 15:00,,383,Vista Point,East Campus,UBC,Lower Mainland,49.262078,-123.240475,,
3/1/15 0:00,,417,Campus Security,UVic,UVic,Greater Victoria,48.466974,-123.308654,,
3/1/15 0:00,10/19/16 15:30,418,Oak Bay Junction,Jubilee,Victoria,Greater Victoria,48.426937,-123.334172,,
3/1/15 0:00,,419,Centennial Square Parkade,Downtown Victoria,Victoria,Greater Victoria,48.429172,-123.365393,,
3/1/15 0:00,,420,Dockside Green,Victoria West,Victoria,Greater Victoria,48.431108,-123.378493,,
3/1/15 0:00,,421,Tuscany Village,Gordon Head,Saanich,Greater Victoria,48.469054,-123.331534,,
3/1/15 0:00,,422,Cook Street Village,Fairfield,Victoria,Greater Victoria,48.412954,-123.355077,,
3/1/15 0:00,,423,Kingston & Montreal,James Bay,Victoria,Greater Victoria,48.42175,-123.378249,,
3/1/15 0:00,,424,North Park,North Park,Victoria,Greater Victoria,48.429635,-123.357191,,
3/1/15 0:00,,425,Jubilee Ave,Jubilee,Victoria,Greater Victoria,48.426796,-123.331552,,
3/1/15 0:00,,426,Oak Bay Library,Oak Bay,Oak Bay,Greater Victoria,48.425684,-123.313873,,
3/1/15 0:00,,427,Fernwood & Johnson,Fernwood,Victoria,Greater Victoria,48.425612,-123.345577,,
3/1/15 0:00,,428,Hillside & Cedar Hill,Oaklands,Victoria,Greater Victoria,48.440988,-123.344793,,
3/1/15 0:00,,429,Skyline Residences,Esquimalt,Esquimalt,Greater Victoria,48.430064,-123.40282,,
3/1/15 0:00,,430,Family Student Housing,UVic,UVic,Greater Victoria,48.467613,-123.305018,,
3/1/15 0:00,,431,The Q: Blanshard,James Bay,Victoria,Greater Victoria,48.419388,-123.36513,,
3/1/15 0:00,,432,The Q: Douglas,James Bay,Victoria,Greater Victoria,48.419664,-123.366154,,
3/1/15 0:00,,433,Ormond,Fernwood,Victoria,Greater Victoria,48.423826,-123.349647,,
3/1/15 0:00,,434,Burdett,Fairfield,Victoria,Greater Victoria,48.421505,-123.356829,,
3/1/15 0:00,,435,Johnson Street Parkade,Downtown Victoria,Victoria,Greater Victoria,48.427029,-123.362786,,
3/1/15 0:00,,436,Fernwood Community Centre,Fernwood,Victoria,Greater Victoria,48.430738,-123.348312,,
3/1/15 0:00,,437,James Bay Square,James Bay,Victoria,Greater Victoria,48.415508,-123.376313,,
3/1/15 0:00,,438,Collinson,Fairfield,Victoria,Greater Victoria,48.420033,-123.359719,,
2/4/15 9:30,,412,Gilmore SkyTrain,Brentwood,Burnaby,Lower Mainland,49.263354,-123.012449,,
1/22/15 18:00,,414,Cartier & W 70th,Marpole,Vancouver,Lower Mainland,49.208774,-123.137897,,
1/22/15 14:00,,411,Centaurus Circle,Lougheed,Burnaby,Lower Mainland,49.257632,-122.908137,,
1/22/15 12:30,,413,Clark Park,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.256554,-123.073732,,
11/29/14 0:00,,409,CCEC Credit Union,Grandview-Woodland,Vancouver,Lower Mainland,49.264445,-123.069198,,
11/27/14 17:00,,405,Place Vanier,Main Campus,UBC,Lower Mainland,49.264951,-123.257748,,
11/22/14 12:30,,408,Templeton & E Hastings,Grandview-Woodland,Vancouver,Lower Mainland,49.281721,-123.059829,,
10/24/14 13:00,6/17/16 15:00,513,Meccanica (underground),False Creek,Vancouver,Lower Mainland,49.269779,-123.102532,,
10/16/14 15:30,,406,Metroplace,Metrotown,Burnaby,Lower Mainland,49.225043,-123.004811,,
9/11/14 13:30,,401,The Lauren,West End,Vancouver,Lower Mainland,49.28512,-123.134458,,
9/10/14 20:00,,399,Suter Brook Village,Port Moody,Port Moody,Lower Mainland,49.27875,-122.829423,,
9/4/14 12:00,,400,Langara SkyTrain,Oakridge,Vancouver,Lower Mainland,49.227875,-123.117065,,
9/2/14 8:30,,382,Royal Oak SkyTrain,Royal Oak,Burnaby,Lower Mainland,49.22058,-122.990041,,
8/21/14 14:30,,372,The Flats,Strathcona,Vancouver,Lower Mainland,49.278838,-123.09891,,
8/13/14 10:30,,398,Port Moody City Hall,Port Moody,Port Moody,Lower Mainland,49.282536,-122.828994,,
7/28/14 9:30,8/31/16 13:15,397,Fairview Vancity,Fairview,Vancouver,Lower Mainland,49.262345,-123.116043,,
7/13/14 10:30,,279,New West City Hall,Uptown,New Westminster,Lower Mainland,49.205973,-122.910713,,
7/12/14 22:30,,311,Eleventh & Auckland,Brow of the Hill,New Westminster,Lower Mainland,49.201471,-122.920545,,
7/12/14 22:30,,392,Quayside & Laguna,Downtown New Westminster,New Westminster,Lower Mainland,49.199921,-122.92243,,
7/8/14 17:00,9/4/14 12:00,396,Tisdall Park (temp),Oakridge,Vancouver,Lower Mainland,49.226769,-123.118058,,
7/8/14 13:30,,395,Georgia & Kamloops,Hastings-Sunrise,Vancouver,Lower Mainland,49.278245,-123.055155,,
7/7/14 16:30,,386,Rhododendron Wood,Hawthorn Place,UBC,Lower Mainland,49.25707,-123.248032,,
7/3/14 12:00,,393,Rexall Drugs,Uptown,New Westminster,Lower Mainland,49.214365,-122.922598,,
7/2/14 12:00,,394,Halifax & Willingdon,Brentwood,Burnaby,Lower Mainland,49.268416,-123.004996,,
6/20/14 16:30,12/19/16 10:00,390,La Casa Gelato (temp),Strathcona,Vancouver,Lower Mainland,49.277326,-123.081317,,
6/12/14 10:00,,380,El Dorado,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.241487,-123.058621,,
6/6/14 8:00,,381,Granville Bridge,Yaletown,Vancouver,Lower Mainland,49.273524,-123.129859,,
5/28/14 15:00,,373,Arbutus & W 4th,Kitsilano,Vancouver,Lower Mainland,49.267848,-123.152567,,
5/28/14 11:30,,389,Joyce & Church,Renfrew-Collingwood,Vancouver,Lower Mainland,49.235171,-123.034795,,
5/22/14 11:00,,388,City Hall Surface Lot - Disability Stall,Mount Pleasant,Vancouver,Lower Mainland,49.262588,-123.114201,,
4/30/14 12:00,,387,Vancouver Park Board,West End,Vancouver,Lower Mainland,49.291058,-123.144974,,
4/10/14 11:00,,379,Burrard Bridge,West End,Vancouver,Lower Mainland,49.276165,-123.134407,,
3/20/14 10:30,,371,E Hastings & Kaslo,Hastings-Sunrise,Vancouver,Lower Mainland,49.280836,-123.046921,,
3/14/14 11:30,5/2/14 13:00,366,Surrey Eye Care Centre (temp),Surrey City Centre,Surrey,Lower Mainland,49.191226,-122.84807,,
3/7/14 12:00,,375,Molson's,False Creek,Vancouver,Lower Mainland,49.270828,-123.141524,,
3/6/14 14:00,,368,Cynthia Manor,Mount Pleasant,Vancouver,Lower Mainland,49.257875,-123.09731,,
3/6/14 13:00,,358,Thornton,Strathcona,Vancouver,Lower Mainland,49.272098,-123.093081,,
2/28/14 14:30,,374,Troll's,Horseshoe Bay,West Vancouver,Lower Mainland,49.374272,-123.275115,,
2/12/14 16:30,2/15/17 22:30,367,North Surrey Recreation Centre,Surrey City Centre,Surrey,Lower Mainland,49.189826,-122.848293,,
2/3/14 14:30,,363,Kingsway & Tyne Safeway,Killarney,Vancouver,Lower Mainland,49.231865,-123.03172,,
2/3/14 8:00,6/3/15 10:00,370,Marine Drive SkyTrain,Marpole,Vancouver,Lower Mainland,49.210904,-123.118711,,
12/10/13 11:00,,359,Cameron Rec Centre,Lougheed,Burnaby,Lower Mainland,49.253517,-122.900904,,
12/3/13 8:00,,362,Gateway SkyTrain,Surrey City Centre,Surrey,Lower Mainland,49.199164,-122.848895,,
11/15/13 15:30,4/21/16 15:00,357,UBC Aquatic Centre,Main Campus,UBC,Lower Mainland,49.266995,-123.248252,,
11/14/13 18:00,,360,Charles Tupper Field,Riley Park,Vancouver,Lower Mainland,49.249992,-123.092144,,
11/12/13 21:30,,354,Eburne Park,Marpole,Vancouver,Lower Mainland,49.206841,-123.128437,,
11/6/13 16:00,,355,Albert & Esmond,Burnaby Heights,Burnaby,Lower Mainland,49.281978,-123.020687,,
11/5/13 10:30,,352,Rochester,Cariboo-Burquitlam,Coquitlam,Lower Mainland,49.245506,-122.890241,,
11/2/13 0:30,,353,Grays Park,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.240617,-123.08415,,
11/1/13 21:00,,339,Stanley Park Tennis Courts,West End,Vancouver,Lower Mainland,49.292274,-123.143627,,
10/24/13 13:30,,350,District Main,Riley Park,Vancouver,Lower Mainland,49.245105,-123.101794,,
10/22/13 9:00,,351,Salisbury & Edmonds,Edmonds,Burnaby,Lower Mainland,49.215532,-122.957187,,
10/8/13 15:30,,349,Melville,Coal Harbour,Vancouver,Lower Mainland,49.288455,-123.125176,,
10/2/13 14:30,,340,E 11th & Watson,Mount Pleasant,Vancouver,Lower Mainland,49.261121,-123.099709,,
9/30/13 14:00,,346,Lakewood & E 2nd,Grandview-Woodland,Vancouver,Lower Mainland,49.268808,-123.06195,,
9/30/13 14:00,,347,Lord Nelson School,Grandview-Woodland,Vancouver,Lower Mainland,49.272096,-123.060502,,
8/27/13 11:00,,342,Lansdowne SkyTrain,Richmond,Richmond,Lower Mainland,49.173744,-123.134656,,
8/23/13 10:30,3/7/14 12:00,345,W 1st & Pennyfarthing,False Creek,Vancouver,Lower Mainland,49.270987,-123.141088,,
8/2/13 10:00,,343,Wall Centre False Creek,False Creek,Vancouver,Lower Mainland,49.269758,-123.107077,,
7/16/13 13:30,,344,Dunbar Community Centre,Dunbar-Southlands,Vancouver,Lower Mainland,49.2437,-123.185389,,
6/13/13 10:00,,341,Holdom SkyTrain,Brentwood,Burnaby,Lower Mainland,49.264628,-122.98345,,
6/13/13 8:30,,337,Fire Hall 9,Grandview-Woodland,Vancouver,Lower Mainland,49.268619,-123.066021,,
6/5/13 16:30,,338,Olympic Village SkyTrain,False Creek,Vancouver,Lower Mainland,49.266255,-123.116102,,
6/4/13 14:30,,336,Robson Park,Mount Pleasant,Vancouver,Lower Mainland,49.258782,-123.091483,,
6/4/13 10:00,,335,Maywood & Willingdon,Metrotown,Burnaby,Lower Mainland,49.224378,-123.010548,,
5/17/13 12:30,,334,Nanaimo & Copley,Renfrew-Collingwood,Vancouver,Lower Mainland,49.253054,-123.056523,,
5/14/13 16:30,,333,Lonsdale & 4th,Lower Lonsdale,North Vancouver,Lower Mainland,49.313934,-123.076401,,
4/30/13 16:30,,332,Lakewood & E 8th,Grandview-Woodland,Vancouver,Lower Mainland,49.263555,-123.062047,,
4/29/13 9:00,,326,Mergatroid Building,Strathcona,Vancouver,Lower Mainland,49.275932,-123.079419,,
4/26/13 0:30,,331,1176 Burnaby,West End,Vancouver,Lower Mainland,49.280549,-123.13457,,
4/25/13 15:30,,327,Burrard View Park,Hastings-Sunrise,Vancouver,Lower Mainland,49.290405,-123.049266,,
4/19/13 13:00,,330,Kingsgate Mall,Mount Pleasant,Vancouver,Lower Mainland,49.262097,-123.09841,,
4/19/13 10:00,,328,Fire Hall 1,Strathcona,Vancouver,Lower Mainland,49.275785,-123.090044,,
4/3/13 18:00,,323,Commercial-Broadway SkyTrain,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.261276,-123.069255,,
3/28/13 10:30,4/10/17 17:00,325,All India,Sunset,Vancouver,Lower Mainland,49.225513,-123.102548,,
3/18/13 15:30,,321,Almond Park,Kitsilano,Vancouver,Lower Mainland,49.261486,-123.184115,,
3/13/13 18:30,,324,Walter Hardwick - Urban Fare,False Creek,Vancouver,Lower Mainland,49.270799,-123.105091,,
2/26/13 10:00,,296,North Van School Board,Central Lonsdale,North Vancouver,Lower Mainland,49.329263,-123.072298,,
2/20/13 16:30,,322,Cranberry Commons,Burnaby Heights,Burnaby,Lower Mainland,49.281866,-123.009514,,
2/14/13 11:30,,319,Elizabeth Fry Society,Sapperton,New Westminster,Lower Mainland,49.22786,-122.892436,,
2/12/13 20:30,,284,Brighouse SkyTrain,Richmond,Richmond,Lower Mainland,49.166152,-123.133618,,
2/12/13 14:00,,313,Milross,False Creek,Vancouver,Lower Mainland,49.276024,-123.101779,,
1/30/13 17:00,,318,Villa Cardello,West End,Vancouver,Lower Mainland,49.288336,-123.13365,,
1/29/13 13:00,11/14/13 18:00,317,Now on Fraser,Riley Park,Vancouver,Lower Mainland,49.246721,-123.090721,,
12/17/12 17:30,,316,Sitka Co-op,Grandview-Woodland,Vancouver,Lower Mainland,49.270798,-123.073525,,
12/17/12 12:00,,315,Wallace & W 18th,Dunbar-Southlands,Vancouver,Lower Mainland,49.256753,-123.190829,,
11/16/12 13:00,9/2/16 11:15,314,The Rise,Mount Pleasant,Vancouver,Lower Mainland,49.264693,-123.113369,,
11/16/12 10:00,,309,Columbia SkyTrain,Downtown New Westminster,New Westminster,Lower Mainland,49.205139,-122.90606,,
11/15/12 15:00,,312,Hillcrest Pool,Riley Park,Vancouver,Lower Mainland,49.243644,-123.106518,,
11/13/12 15:30,,310,Vanness & Ormidale,Renfrew-Collingwood,Vancouver,Lower Mainland,49.235276,-123.025565,,
9/14/12 18:30,4/29/13 9:00,307,Watershed Co-op,Grandview-Woodland,Vancouver,Lower Mainland,49.274474,-123.074402,,
9/11/12 12:30,,174,Kootenay Loop,Hastings-Sunrise,Vancouver,Lower Mainland,49.280921,-123.025785,,
9/5/12 9:00,11/3/15 12:30,278,Walter Gage Road (old),Main Campus,UBC,Lower Mainland,49.270228,-123.249844,,
9/4/12 8:00,,305,Great Northern Way,Mount Pleasant,Vancouver,Lower Mainland,49.267317,-123.089267,,
8/24/12 6:00,,306,Quattro,Surrey City Centre,Surrey,Lower Mainland,49.198241,-122.842101,,
6/21/12 21:00,,304,Sophia & E 45th,Sunset,Vancouver,Lower Mainland,49.229457,-123.09941,,
6/1/12 16:00,,285,W 20th & Oak,South Cambie,Vancouver,Lower Mainland,49.253492,-123.12705,,
6/1/12 11:30,,297,Cooper's Park,Yaletown,Vancouver,Lower Mainland,49.273276,-123.116662,,
6/1/12 9:00,,301,MacPherson Walk,Royal Oak,Burnaby,Lower Mainland,49.217078,-122.979508,,
5/31/12 17:00,,303,Marpole Park,Marpole,Vancouver,Lower Mainland,49.205723,-123.138111,,
5/24/12 17:00,,283,Keswick Park,Lougheed,Burnaby,Lower Mainland,49.248119,-122.89996,,
5/24/12 9:30,,302,Vancouver School Board,Fairview,Vancouver,Lower Mainland,49.263215,-123.140773,,
5/10/12 6:00,,299,Pacific Centre,Downtown Vancouver,Vancouver,Lower Mainland,49.283853,-123.117232,,
5/4/12 15:30,5/20/15 10:00,280,Granville Mews,Oakridge,Vancouver,Lower Mainland,49.224731,-123.138792,,
4/26/12 16:00,,290,Cedar Cottage Park,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.260556,-123.077179,,
4/19/12 14:30,,300,Gore & Railway,Downtown Eastside,Vancouver,Lower Mainland,49.284446,-123.097995,,
4/17/12 16:00,,286,Admiral Seymour,Strathcona,Vancouver,Lower Mainland,49.279427,-123.081252,,
4/16/12 12:00,9/11/15 9:30,282,River Market,Downtown New Westminster,New Westminster,Lower Mainland,49.200124,-122.912622,,
4/12/12 16:00,1/28/14 16:00,294,Lonsdale Safeway,Central Lonsdale,North Vancouver,Lower Mainland,49.32021,-123.072112,,
4/5/12 9:30,,287,Napier,Grandview-Woodland,Vancouver,Lower Mainland,49.274815,-123.061162,,
4/5/12 9:30,,288,29th Avenue SkyTrain,Renfrew-Collingwood,Vancouver,Lower Mainland,49.244563,-123.04736,,
4/4/12 11:00,,295,Surrey Central SkyTrain,Surrey City Centre,Surrey,Lower Mainland,49.188634,-122.848186,,
3/26/12 9:00,,293,Maple & W 13th,Kitsilano,Vancouver,Lower Mainland,49.259909,-123.150623,,
3/22/12 8:00,,289,66 W Cordova,Downtown Vancouver,Vancouver,Lower Mainland,49.282416,-123.10634,,
3/21/12 8:00,,291,McSpadden Park,Grandview-Woodland,Vancouver,Lower Mainland,49.266031,-123.065903,,
1/27/12 18:00,,277,Alma Blackwell's,Grandview-Woodland,Vancouver,Lower Mainland,49.277545,-123.071538,,
1/17/12 10:00,,276,Thunderbird Residence,Hawthorn Place,UBC,Lower Mainland,49.258794,-123.249652,,
12/17/11 10:30,,275,St. Catherines & E 29th,Kensington-Cedar Cottage,Vancouver,Lower Mainland,49.244041,-123.085888,,
11/9/11 0:00,,238,1 Kingsway,Mount Pleasant,Vancouver,Lower Mainland,49.264582,-123.100116,,
10/30/11 0:30,,269,City Hall Surface Lot - Electric Charging Station,Mount Pleasant,Vancouver,Lower Mainland,49.262465,-123.113739,,
10/27/11 11:00,,274,SFU Residence Parking,SFU,Burnaby,Lower Mainland,49.280228,-122.925839,,
9/8/11 2:00,,272,China Creek Co-op,Mount Pleasant,Vancouver,Lower Mainland,49.263349,-123.079061,,
