Hash,Start,End,Latitude,Longitude,,,Notes:,,
ffb14adf05,10/1/96 0:00,,49.2886213218724,-123.129681033774,,,,,
6da925dae7,11/1/96 0:00,,49.2659458373827,-123.156646337564,,,,,
00fcc05ead,11/1/96 0:00,,49.2670867515252,-123.155967197978,,,,,
18cdaf68e9,1/1/97 0:00,,49.2627376889317,-123.104543697844,,,,,
10e2540894,1/1/97 0:00,,49.2334811171287,-123.155146822019,,,,,
fc4dcb9e41,6/1/12 0:00,,49.2763402378377,-123.134031325399,,,,,
d087676a5d,1/1/97 0:00,,49.2645602031455,-123.064271547231,,,,,
cae707d505,2/1/97 0:00,,49.2745875619843,-123.063605977721,,,,,
13b31f511b,2/1/97 0:00,,49.2913724453294,-123.138561130153,,,,,
fff744fea5,3/1/97 0:00,,49.2839912490253,-123.134704873999,,,,,
8caef1e821,3/1/15 0:00,,48.4293752221239,-123.329591762014,,,,,
ef45e10b2a,3/1/15 0:00,,48.4322928466585,-123.341324150721,,,,,
96e948af52,5/1/97 0:00,,49.2557401719409,-122.894462571054,,,,,
c26a796e85,6/1/97 0:00,,49.1262731223621,-125.791949885631,,,,,
19d8c4642e,6/1/97 0:00,,49.2650000845083,-123.130004143999,,,,,
14ad6e85f2,8/1/97 0:00,,49.2651854252015,-123.105447902559,,,,,
de413c25be,3/1/13 0:00,,49.2627579652081,-123.202640901142,,,,,
45be10a317,8/1/97 0:00,,48.9330794096482,-123.46493059004,,,,,
931383432a,8/1/97 0:00,,49.2792084593481,-123.137382073195,,,,,
65b47fc798,10/1/16 0:00,,49.2784431633004,-123.070651585611,,,,,
55ab5b3e88,10/1/97 0:00,,49.2493408712946,-123.060872538583,,,,,
5111fdfd97,10/1/97 0:00,,49.2667651625907,-123.049795881942,,,,,
6fd155e6dd,10/1/97 0:00,,49.2832732865878,-123.054983915942,,,,,
e87972d443,8/1/14 0:00,,49.2692540349054,-123.081900654936,,,,,
c52ab6809f,10/1/97 0:00,,49.2796247290302,-123.125931100939,,,,,
6961064a3b,12/1/97 0:00,,49.2761190804889,-123.144004184298,,,,,
8c89f95b2c,9/1/09 0:00,,49.2521299623348,-123.078485261753,,,,,
278375e4e5,3/1/06 0:00,,49.2826556562796,-123.058287149934,,,,,
ef7b01abec,1/1/98 0:00,,49.2848619000965,-123.132752212002,,,,,
360e0776bf,7/1/08 0:00,,49.2605273279147,-123.104658909775,,,,,
d29ca6ef4f,11/1/16 0:00,,49.272895510725,-123.011573708175,,,,,
bd4f781002,3/1/98 0:00,,49.259068240308,-123.122705094268,,,,,
5e0dd2b308,3/1/98 0:00,,49.2629196205691,-123.086992560986,,,,,
4e7a37e150,3/1/13 0:00,5/1/15 0:00,49.2829822906652,-123.101916145508,,,,,
3157363838,4/1/98 0:00,,49.2744117058233,-123.066873132803,,,,,
ee36b80abd,4/1/98 0:00,,49.2715582546787,-123.064165110663,,,,,
73dd06f56d,10/1/12 0:00,,49.2608953930764,-123.139235524028,,,,,
c74cdf32b9,4/1/98 0:00,,49.2681965107985,-123.072448222304,,,,,
3fd4876c39,5/1/98 0:00,,49.2657387574758,-123.175482367178,,,,,
03e3b77daf,5/1/98 0:00,,49.021738557924,-122.810247799725,,,,,
665eb3056a,5/1/98 0:00,,49.2771236573888,-123.131793417313,,,,,
dd526cffcd,6/1/98 0:00,,49.2283121910178,-123.027453496297,,,,,
26ebadfe92,6/1/98 0:00,,49.2624114816154,-123.062358113923,,,,,
60e9cff3e7,6/1/98 0:00,,49.2689717252646,-123.153152853049,,,,,
025ccad6ee,6/1/16 0:00,,49.2306492084452,-123.070683761766,,,,,
216f68ec41,8/1/12 0:00,1/1/17 0:00,49.2828466853642,-123.109185351833,,,,,
e8bc270a73,7/1/98 0:00,1/1/15 0:00,49.2713039056109,-123.162084950594,,,,,
bcef93fc6f,7/1/98 0:00,11/1/15 0:00,49.261633403958,-123.185724877658,,,,,
1ab6e0ee75,7/1/98 0:00,11/1/15 0:00,49.2597346630264,-123.190744802495,,,,,
908409face,7/1/98 0:00,,49.2820839762411,-123.134172142097,,,,,
b4bf9c4513,7/1/98 0:00,4/1/17 0:00,49.2709907812861,-123.067378329135,,,,,
c55dda1e77,7/1/98 0:00,,49.2609574738963,-123.068470048564,,,,,
80956d2562,11/1/07 0:00,,49.2429036370118,-123.196015970105,,,,,
757a7b0c60,8/1/98 0:00,11/1/15 0:00,49.2866970420751,-123.114415565593,,,,,
2b4a016c84,8/1/98 0:00,,49.2835035447202,-123.106771018684,,,,,
3918ebd86f,8/1/98 0:00,,,,,,,,
3e8b886366,8/1/98 0:00,,49.2549466793345,-123.119111884501,,,,,
3fcd414a09,5/1/16 0:00,,49.1382585989155,-123.191317383641,,,,,
49a9e01191,9/1/98 0:00,,49.2597800078672,-123.088313799556,,,,,
fddedd6659,6/1/15 0:00,,49.2719843407688,-123.05462502675,,,,,
ea63ffefb1,12/1/08 0:00,,49.2340171673599,-123.178713748953,,,,,
19b57ae34e,8/1/10 0:00,,49.2640681518994,-123.0632913519,,,,,
d901bf47f8,9/1/98 0:00,,49.2823550542329,-123.06936675186,,,,,
0ed4497c6b,7/1/09 0:00,,49.2880036879267,-123.05033804019,,,,,
4e05692f05,10/1/98 0:00,,49.2830550345788,-123.132528363706,,,,,
1ed8b81380,10/1/98 0:00,,49.2628178552105,-123.064451107387,,,,,
5431526ada,8/1/06 0:00,,49.2306398995745,-122.900892631255,,,,,
4b050edfdf,10/1/98 0:00,9/1/16 0:00,,,,,,,
0a3c52b0fe,10/1/98 0:00,,49.8388637206963,-124.511185749295,,,,,
5e1a6c7bef,10/1/98 0:00,,49.2623648103037,-123.130988712966,,,,,
a8c69b1e4c,10/1/98 0:00,,49.2602603074192,-123.136077422312,,,,,
2a27f0b729,11/1/98 0:00,,49.246305999479,-122.893423509587,,,,,
4fc12048f3,12/1/10 0:00,,49.1518492452576,-123.186380973656,,,,,
895eb954f0,11/1/98 0:00,,49.2671847148385,-123.004925483368,,,,,
9c0ef0c219,2/1/14 0:00,,49.2748875509192,-123.065126871082,,,,,
4dfac79afb,11/1/98 0:00,12/1/14 0:00,49.127251571004,-125.79396750896,,,,,
eb33ee1746,11/1/98 0:00,,,,,,,,
772046627a,11/1/98 0:00,2/1/15 0:00,49.1312273677216,-125.790860620782,,,,,
8f38fdef2a,11/1/98 0:00,,49.2613467421196,-123.116208058968,,,,,
24232da575,11/1/98 0:00,,49.2555938950358,-123.127229175025,,,,,
6a76e617d1,7/1/02 0:00,,49.2582251976797,-123.126776297237,,,,,
aa80cf7d05,6/1/13 0:00,,49.2818661789322,-123.021175996985,,,,,
b692e3304a,12/1/98 0:00,,49.2784471047818,-123.067254672514,,,,,
d7efd77c9e,12/1/98 0:00,,49.2607563212946,-123.154269672124,,,,,
b4382a7d2d,12/1/98 0:00,,49.2628971859545,-123.15504455501,,,,,
e2bb9e5be7,11/1/08 0:00,,49.2812555988529,-123.060810617373,,,,,
3711b4ac44,11/1/03 0:00,,49.2635239974191,-123.097617106783,,,,,
f3c34b9a35,1/1/99 0:00,,49.2371948769946,-123.159470526595,,,,,
c0edcb4be0,9/1/06 0:00,,49.2614451003393,-123.104983773463,,,,,
0b377f7b92,1/1/99 0:00,,49.273622951564,-123.128702623727,,,,,
3ea7602156,2/1/99 0:00,,49.2300093171497,-122.895956196665,,,,,
8810a32455,3/1/99 0:00,,49.2782317642152,-123.129802176824,,,,,
32e61668b9,11/1/16 0:00,,49.2404409212817,-123.149532014396,,,,,
87178e85e2,1/1/17 0:00,,49.2857600605278,-123.142925585548,,,,,
062fc64e81,9/1/13 0:00,,49.2533731575357,-123.072780852573,,,,,
0fc4d9eda7,3/1/99 0:00,,49.1826030253082,-123.916891736727,,,,,
c86e54e17c,7/1/07 0:00,,49.8679274012949,-125.142290993121,,,,,
8ff552afc3,3/1/99 0:00,,49.2136729639452,-122.962173974709,,,,,
dfe38acd42,4/1/99 0:00,,49.3177556499463,-123.080791041851,,,,,
0d1b497ed2,4/1/06 0:00,,49.269974305121,-122.878496517042,,,,,
e8c3172ea0,5/1/14 0:00,,49.2786073962903,-123.138838262025,,,,,
7b60c1c883,4/1/99 0:00,,49.2747794068412,-123.058502192601,,,,,
761a53b8a7,7/1/15 0:00,,49.2830607838452,-123.043160420817,,,,,
f39ab79f58,4/1/99 0:00,,49.2588034810422,-123.069193533973,,,,,
78c7d875cd,8/1/15 0:00,,49.282736933696,-123.127362183431,,,,,
65d2c06f13,4/1/99 0:00,,49.2830499524022,-123.130353547787,,,,,
d0083a383c,4/1/99 0:00,,49.2716465457324,-123.173234861334,,,,,
056609a678,4/1/99 0:00,,49.2681478270569,-123.174562557514,,,,,
5806e012a5,4/1/99 0:00,,49.28485258197,-123.12683742501,,,,,
7c9c33392b,4/1/99 0:00,,49.2626386531792,-123.170719407185,,,,,
b7f3ddba64,4/1/99 0:00,,49.264183718144,-123.172184962729,,,,,
10c9243039,4/1/14 0:00,,,,,,,,
76d814ce09,4/1/99 0:00,,49.2700047368813,-123.058030618991,,,,,
74797f6e65,5/1/99 0:00,,49.2836677058647,-123.132803826882,,,,,
acb35949fb,8/1/09 0:00,,49.2624118504977,-123.065329390154,,,,,
154c0fb6e7,7/1/07 0:00,,49.2723696260787,-123.072325276465,,,,,
0b6b3b11e9,5/1/09 0:00,,49.2635772290293,-123.167775023805,,,,,
34f8660b86,6/1/99 0:00,,49.2784020231532,-123.13439341741,,,,,
5b11fb4714,6/1/99 0:00,,49.2579267560661,-123.11429477295,,,,,
d708b34bb0,4/1/09 0:00,,49.2813839306904,-123.097312727998,,,,,
f99c92cc74,6/1/99 0:00,5/1/16 0:00,49.2581912883712,-123.111562524614,,,,,
f9c6cb6efe,6/1/99 0:00,,49.2650756141422,-123.067100593988,,,,,
abc36476db,6/1/99 0:00,2/1/16 0:00,49.2777831756491,-123.069585338077,,,,,
d4201871c9,8/1/10 0:00,,49.2781748866505,-123.061568241327,,,,,
982aa84d6e,7/1/99 0:00,6/1/16 0:00,49.2064713725769,-123.136805270888,,,,,
91c6cff022,7/1/99 0:00,,49.2696991169947,-123.150214575909,,,,,
401e3d161e,7/1/99 0:00,,49.3156971245255,-123.075811598721,,,,,
b91d54990c,7/1/99 0:00,,49.281601889056,-123.13382080189,,,,,
272d63b6b3,7/1/99 0:00,,49.2712906279446,-123.253947076357,,,,,
de9c050be2,8/1/99 0:00,9/1/16 0:00,43.6652320659505,-79.3761480957881,,,,,
3bbe272aa3,3/1/17 0:00,,49.4191375608954,-123.62074886654,,,,,
3aff887ee8,8/1/99 0:00,10/1/16 0:00,,,,,,,
6d1a92625a,9/1/99 0:00,,49.2721511067658,-123.106991385362,,,,,
f6c3176017,8/1/16 0:00,,49.2603556160315,-123.065940003417,,,,,
52f0481273,9/1/99 0:00,,49.2776849828547,-123.07066358945,,,,,
f928e27acb,9/1/99 0:00,,49.2871389100996,-123.12754106547,,,,,
4213e2f109,10/1/99 0:00,,49.2579944616858,-123.130975067856,,,,,
4d21f01429,8/1/16 0:00,,49.2689356250667,-123.164647895507,,,,,
1d00c72441,10/1/99 0:00,,49.248430447872,-123.151059932588,,,,,
1bdddf3170,10/1/99 0:00,,49.2591175884688,-123.136429176562,,,,,
521cbe4d59,10/1/99 0:00,,49.2846197593202,-123.131649576076,,,,,
95ca03862f,11/1/99 0:00,12/1/16 0:00,49.292060705055,-123.142623414135,,,,,
7041251ddf,11/1/99 0:00,,49.2604485569777,-123.139770934787,,,,,
15e1c43497,11/1/99 0:00,,49.2898611516672,-123.139360135714,,,,,
7a66de885c,11/1/99 0:00,,49.2891837321516,-123.143575461027,,,,,
b96fb7b421,2/1/07 0:00,,49.2667953078018,-123.180531732939,,,,,
f8bebace33,2/1/10 0:00,,49.2584520332175,-123.079223505149,,,,,
7e14a9d2b6,4/1/11 0:00,,49.2768124427078,-123.123724815795,,,,,
0111a3b11a,12/1/99 0:00,11/1/14 0:00,49.2707368256849,-123.102153757916,,,,,
917e920512,12/1/99 0:00,,49.2941953097215,-123.142451803349,,,,,
f70482869d,7/1/13 0:00,,49.288336008174,-123.136816693852,,,,,
7589005aa5,1/1/00 0:00,,49.33872414145,-123.076707489469,,,,,
a1e6f00382,12/1/16 0:00,,48.4436207552227,-123.356955995817,,,,,
3ac18c9dd2,7/1/07 0:00,,49.8724039775816,-125.140694446355,,,,,
0213a582a6,1/1/09 0:00,,49.2714962385697,-123.071361855236,,,,,
0fec0a9bb7,1/1/00 0:00,5/1/17 0:00,49.2713082456846,-123.042986104355,,,,,
53a4b26dd8,5/1/11 0:00,,49.2650907629315,-123.162511387157,,,,,
eab0f33643,2/1/00 0:00,11/1/14 0:00,49.2665206704351,-123.102271360436,,,,,
849cbc95f1,9/1/09 0:00,,49.2655225326694,-122.950944081394,,,,,
ca9b4dbd35,3/1/00 0:00,,49.2760473348931,-123.071578327556,,,,,
45134dfc1e,3/1/00 0:00,,49.2642106946468,-123.159757253387,,,,,
8496ed8b97,3/1/00 0:00,,49.2509306283139,-123.101018096091,,,,,
bba0a1b0e4,3/1/00 0:00,,49.2802627979705,-123.109674990082,,,,,
c03b39fbf4,3/1/00 0:00,,50.2511002243357,-119.267378130173,,,,,
53d33adc66,3/1/00 0:00,,49.2775331096989,-123.127236237038,,,,,
b04a00b586,3/1/00 0:00,,49.2568813241189,-123.115929926438,,,,,
0eb1521832,4/1/00 0:00,,49.2723505787626,-123.056876989428,,,,,
75e2fd46ee,4/1/00 0:00,,49.2739737306714,-123.147970210914,,,,,
3eecf2f978,3/1/05 0:00,,49.2492577513602,-123.115348331926,,,,,
be46b1ee52,11/1/13 0:00,,49.2864522083309,-123.128242413294,,,,,
1d5e41a78a,5/1/17 0:00,,49.1479499140611,-123.93916298913,,,,,
58e39a879a,5/1/17 0:00,,49.1463698391569,-123.939630939724,,,,,
f989bb2865,4/1/17 0:00,,49.144840561149,-123.943704221495,,,,,
7943c559ac,5/1/17 0:00,,49.148152403922,-123.940689283498,,,,,
0cb086d365,5/1/00 0:00,,49.2272558211908,-122.890132374447,,,,,
8e97611de7,7/1/16 0:00,,49.2820598354764,-123.135505962621,,,,,
ff0059982f,5/1/00 0:00,,49.2805456897938,-123.139871635637,,,,,
8e1a3a4976,5/1/00 0:00,,49.279551255426,-123.069608592796,,,,,
85f90802b4,7/1/10 0:00,,49.2608772572906,-123.110811253546,,,,,
e50243a4ca,5/1/00 0:00,,49.2658593539775,-123.162138262481,,,,,
4980c7294a,9/1/15 0:00,,49.2600626212198,-123.152371450922,,,,,
932b3e0dab,6/1/00 0:00,,49.2663629284218,-123.180808227857,,,,,
1423c502fe,6/1/00 0:00,,49.2039761232467,-123.138376907422,,,,,
77e4935272,6/1/00 0:00,,49.2540306642029,-123.09972523929,,,,,
5607e04422,6/1/00 0:00,,,,,,,,
ed92bf8ae7,8/1/09 0:00,7/1/15 0:00,49.2532096966227,-123.057686003847,,,,,
15f5ab4d22,12/1/11 0:00,,49.2585193060784,-123.130191160034,,,,,
8cfedc46c3,7/1/00 0:00,,49.2454940098777,-123.107808276867,,,,,
d068072b3f,7/1/00 0:00,,49.2452684376983,-123.107239555598,,,,,
376862872d,7/1/00 0:00,,49.289544104174,-123.142927369829,,,,,
49e74c52d0,7/1/00 0:00,,49.279041106095,-123.075148759157,,,,,
6f98e8ebc4,7/1/00 0:00,4/1/16 0:00,49.7007072234167,-123.152032224901,,,,,
d86963a973,7/1/00 0:00,,49.2544669838888,-123.076982687666,,,,,
8dbb35ad80,7/1/00 0:00,,49.2642105441354,-123.062552748883,,,,,
bce161a9e1,7/1/00 0:00,,49.2344692880654,-123.086055454594,,,,,
2e5b4eec76,8/1/00 0:00,12/1/14 0:00,49.2838432888636,-123.130625970698,,,,,
6f3e9f61b5,6/1/16 0:00,,48.4125889680683,-123.384630201592,,,,,
a7230314e9,8/1/00 0:00,9/1/16 0:00,49.2494696511745,-122.903982488742,,,,,
7b5ed8e971,5/1/17 0:00,,49.2743861787222,-123.121112296608,,,,,
7726938249,8/1/00 0:00,,49.2430435714365,-123.079774818595,,,,,
73a627e4a4,8/1/00 0:00,,49.292088121347,-123.143531714361,,,,,
4f9cbdae35,8/1/00 0:00,12/1/14 0:00,49.3396177443444,-123.099820437024,,,,,
8c6d8de586,9/1/00 0:00,,49.2551152447715,-123.069574563453,,,,,
d707b30b25,7/1/04 0:00,12/1/14 0:00,49.1447660006087,-123.127999527145,,,,,
764b38e03e,6/1/09 0:00,12/1/15 0:00,49.2801756979597,-123.133537134188,,,,,
